Doc ID,Country,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Notes,Matched health keywords,Health keyword categories
climate-act-2021-update-2d7a,Denmark,2020.0,Adaptation;Mitigation,1,0,0,,flu;health;ill,communicable_disease;general_health
law-on-the-mobility-budget-0805,Belgium,2019.0,Mitigation,1,1,0,,AIDS;CHD;CKD;GP;HIV;NCD;TB;alcohol;anger;death;doctor;emergency;fever;flood;flu;gestation;grief;health;healthcare;hospital;ill;medical;mental;nutrition;psychiatric;psychological;well-being,communicable_disease;environmental_health;general_health;maternal_child_health;mental_health;mortality_morbidity;non_communicable_disease;nutrition;substance_use
law-no-2017-1839-on-the-end-of-exploration-and-exploitation-of-hydrocarbons-and-diverse-dispositions-related-to-energy-and-the-environment-e69e,France,2017.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
the-climate-change-agreements-administration-and-eligible-facilities-amendment-regulations-2020-3769,United Kingdom,2001.0,Mitigation,1,0,0,,ill,communicable_disease
the-federal-sustainable-development-plan-fdd6,Belgium,1997.0,Mitigation,1,1,0,,AIDS;GP;SARS;TB;accident;alcohol;alcoholism;anger;anxiety;cancer;cardiovascular disease;cholera;death;deaths;depression;diabetes;disease;diseases;doctor;drought;epidemic;epidemics;flood;flu;health;health care;healthcare;hospital;ill;illness;illnesses;malaria;malnutrition;maternal health;measles;medical;mental;mental health;mortality;non-communicable disease;non-communicable diseases;nutrition;obesity;onchocerciasis;pandemic;pandemics;polio;psychological;psychosocial;sleeping sickness;trauma;tuberculosis;undernourished;well-being,communicable_disease;environmental_health;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;non_communicable_disease;nutrition;substance_use;vector_borne_zoonotic
law-of-december-15-2017-on-the-budget-for-state-revenue-and-expenditure-for-the-2018-financial-year-899e,Luxembourg,2017.0,Mitigation,1,1,0,,AIDS;CHD;GP;HIV;TB;accident;alcohol;anger;cancer;cerebrovascular disease;disease;diseases;distress;doctor;emergency;epidemic;epidemics;flood;flu;health;health care;health service;healthcare;hospital;ill;illness;illnesses;medical;mental;mental health;mental health service;mental illness;psychiatric;psychiatric hospital;psychosocial;stress;trauma;traumatic;virus,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;non_communicable_disease;pathogens_microbiology;substance_use
law-of-august-27-2012-1f8c,Luxembourg,2012.0,Mitigation,1,1,0,,accident;anger;emergency;flu;health;ill;mental,communicable_disease;general_health;injury_trauma;mental_health
law-of-june-19-2015-modifying-law-of-august-1-2007-relating-to-the-organization-of-the-natural-gas-market-c46e,Luxembourg,2015.0,Mitigation,1,0,0,,ill,communicable_disease
law-of-march-29-2016-modifying-the-law-of-september-13-2012-creating-a-climate-pact-with-the-municipalities-3222,Luxembourg,2012.0,Mitigation,1,0,0,,emergency;ill,communicable_disease;general_health
law-of-december-23-2016-relating-to-an-aid-for-climate-loans-1a20,Luxembourg,2016.0,Mitigation,1,1,0,,death;flu;health;ill,communicable_disease;general_health;mortality_morbidity
easter-package-of-renewable-energy-legislation-0bcf,Germany,2000.0,Mitigation,1,0,0,,flu;ill;mental,communicable_disease;mental_health
energy-act-2013-375a,United Kingdom,2013.0,Mitigation,1,1,1,,GP;accident;anger;death;deaths;disease;emergency;flu;health;health service;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
climate-change-act-2008-4baa,United Kingdom,2008.0,Adaptation;Mitigation,1,1,0,,flu;health;ill;mental,communicable_disease;general_health;mental_health
the-feed-in-tariffs-amendment-coronavirus-order-2020-56e4,United Kingdom,2010.0,Mitigation,1,0,0,,coronavirus;virus,communicable_disease;pathogens_microbiology
law-no-220-of-october-27-2008-republished-for-establishing-the-system-of-promoting-energy-from-renewable-energy-sources-2b0b,Romania,2008.0,Mitigation,1,0,0,,ill,communicable_disease
planning-act-3702,Denmark,2009.0,Adaptation;Mitigation,1,1,0,,TB;air pollution;anger;death;flood;flu;health;hospital;ill;mental,communicable_disease;environmental_health;general_health;mental_health;mortality_morbidity
carbon-dioxide-tax-on-certain-energy-products-act-3212011-49fb,Denmark,2011.0,Mitigation,1,0,0,,alcohol;ill,communicable_disease;substance_use
law-relating-to-the-coordination-of-the-federal-sustainable-development-policy-f2e6,Belgium,1997.0,Mitigation,1,1,0,,CKD;GP;HIV;TB;anger;disease;diseases;doctor;emergency;epidemic;fever;flu;health;health care;healthcare;hospital;ill;insomnia;medical;mental;plague;psychiatric;psychiatric hospital;stress,communicable_disease;general_health;mental_health;non_communicable_disease;vector_borne_zoonotic
law-modifying-the-law-of-april-29-1999-relating-to-the-organization-of-the-electricity-market-in-order-to-introduce-a-competition-procedure-for-the-construction-and-operation-of-production-facilities-in-marine-spaces-under-the-jurisdiction-of-belgium-and-ratifying-the-royal-decree-of-february-11-2019-modifying-the-royal-decree-of-july-16-2002-relating-to-the-establishment-of-mechanisms-aimed-at-promoting-electricity-produced-from-renewable-energy-sources-e67e,Belgium,1999.0,Mitigation,1,1,0,,AIDS;COVID;COVID-19;GP;TB;anger;coronavirus;ill;mental;pandemic;stress;virus,communicable_disease;general_health;mental_health;pathogens_microbiology
federal-law-consolidated-entire-legal-regulation-for-the-climate-protection-law-1e8a,Austria,2011.0,Mitigation,1,0,0,,GP;flu;health;ill;mental,communicable_disease;general_health;mental_health
2020-amendment-to-offshore-wind-energy-act-windseeg-2017_de23,Germany,2017.0,Mitigation,1,0,0,,HIV;flu;health;ill;mental,communicable_disease;general_health;mental_health
offshore-wind-energy-act-windseeg-consolidated-2023-version-9742,Germany,2017.0,Mitigation,1,0,0,,HIV;flu;health;ill;mental,communicable_disease;general_health;mental_health
amendment-of-march-2023-0ec3,Germany,2005.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
amendment-of-march-2023-2d8e,Germany,1990.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
environmental-impact-assessment-act-consolidated-version-e7e2,Germany,1990.0,Mitigation,1,0,0,,accident;emergency;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
nature-conservation-and-landscape-management-act-consolidated-version-a138,Germany,2009.0,Mitigation,1,0,0,,AIDS;accident;anger;flood;flu;health;ill;injury;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
amendment-of-march-2023-d47c,Germany,2022.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
wind-energy-requirements-act-consolidated-version-7d04,Germany,2022.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
raumordnungsnovelle-7b37,Germany,2008.0,Mitigation;Adaptation,1,0,0,,ill;mental,communicable_disease;mental_health
spatial-planning-act-consolidated-version-9fb3,Germany,2008.0,Mitigation;Adaptation,1,0,0,,accident;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
law-for-the-expansion-of-renewable-energies-renewable-energy-sources-act-eeg-2021_bbdd,Germany,2000.0,Mitigation,1,0,0,,HIV;TB;anger;flu;health;ill;mental,communicable_disease;general_health;mental_health
law-of-september-13-2012-bearing-1-creation-of-a-climate-pact-with-municipalities-2-modification-of-the-modified-law-of-may-31-1999-relating-to-an-environmental-protection-fund-57b7,Luxembourg,2012.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
offshore-wind-energy-act-windseeg-2017_a85f,Germany,2017.0,Mitigation,1,0,0,,,
act-2005-1248-on-the-obligation-to-provide-renewable-fuels_f603,Sweden,2005.0,Mitigation,1,0,0,,,
act-2010-598-on-sustainability-criteria-for-biofuels-and-bioliquids_302d,Sweden,2010.0,Mitigation,1,0,0,,anger;ill;mental,communicable_disease;mental_health
energy-audits-act_d8ab,Sweden,2014.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
act-2017-1201-on-the-reduction-of-greenhouse-gas-emissions-by-mixing-of-biofuels-in-petrol-and-diesel-fuels_6eab,Sweden,2017.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
environmental-protection-act_5fa0,Bulgaria,2002.0,Adaptation;Mitigation,1,1,1,,HIV;accident;air pollution;alcohol;anger;arsenic;death;emergency;flood;flu;health;high temperature;hospital;human life;ill;medical;mental,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;mortality_morbidity;substance_use
energy-declaration-of-buildings-act-2006-985_4c64,Sweden,2006.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
ecodesign-act-2008-112_b375,Sweden,2008.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
act-2017-1200-on-tax-on-air-travel_df89,Sweden,2017.0,Mitigation,1,0,0,,ill,communicable_disease
law-on-cliamate-change-and-the-protection-of-the-ozone-layer_9cf2,Croatia,2019.0,,1,0,0,,HIV;flu;health;ill;mental,communicable_disease;general_health;mental_health
renewable-energy-expansion-act_a7d3,Austria,2021.0,Mitigation,1,1,0,,COVID;COVID-19;GP;TB;anger;emergency;epidemic;epidemics;flu;health;ill;mental,communicable_disease;general_health;mental_health
press-release-on-the-resolution-on-the-long-term-climate-strategy-until-2050_5b03,Slovenia,2021.0,Adaptation;Mitigation,1,1,0,,health;ill,communicable_disease;general_health
national-climate-law-4936-2022-on-the-transition-to-climate-neutrality-and-adaptation-to-climate-change_2d6a,Greece,2022.0,Adaptation;Mitigation,1,0,0,,COVID;COVID-19,communicable_disease
commission-delegated-regulation-of-6-april-2022_f8af,European Union,2020.0,Adaptation;Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
law-on-climate-protection_016c,Hungary,2020.0,Mitigation,1,0,0,,mental,mental_health
climate-act_80ee,Iceland,2012.0,Adaptation;Mitigation,1,0,0,,SARS;TB;anger;flu;ill;mental,communicable_disease;mental_health
federal-energy-efficiency-act_ac20,Austria,2014.0,Mitigation,1,0,0,,GP;anger;flu;ill;mental,communicable_disease;general_health;mental_health
renewable-energy-expansion-act_0b8d,Austria,2021.0,Mitigation,1,0,0,,COVID;COVID-19;GP;TB;accident;emergency;epidemic;flu;health;ill;mental,communicable_disease;general_health;injury_trauma;mental_health
resolution-on-the-long-term-climate-strategy-until-2050_c385,Slovenia,2021.0,Adaptation;Mitigation,1,0,0,,COVID;COVID-19;GP;TB;air pollution;coronavirus;disease;diseases;drought;epidemic;flood;flu;health;health care;ill;mental;mortality;pandemic;stress;virus;well-being,communicable_disease;environmental_health;general_health;mental_health;mortality_morbidity;pathogens_microbiology
commission-delegated-regulation-of-6-april-2022_37c9,European Union,2020.0,Adaptation;Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
law-on-energy-efficiency-no-124-2015_7dad,Albania,2015.0,Mitigation,1,0,0,,flu;ill;mental,communicable_disease;mental_health
the-building-and-planning-act-sfs-2010-900_39e3,Sweden,2010.0,Adaptation,1,0,0,,HIV;accident;air pollution;anger;disease;emergency;flood;flu;health;human life;ill;illness;injury;medical;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity
law-2011-1200-on-electricity-certificates_d52f,Sweden,2011.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
climate-change-act_3e9a,Finland,2015.0,Adaptation;Mitigation,1,0,0,,ill,communicable_disease
environmental-promotion-act_6090,Austria,1993.0,Mitigation,1,0,0,,GP;flood;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health
green-electricity-act_91f8,Austria,2011.0,Mitigation,1,0,0,,COVID;COVID-19;GP;ill;mental,communicable_disease;general_health;mental_health
ordinance-on-climate-disclosures-made-under-the-swiss-code-of-obligations_0bba,Switzerland,2022.0,Adaptation;Mitigation,1,0,0,,mental,mental_health
circular-economy-act-kreislaufwirtschaftsgesetz-krwg_5f43,Germany,2012.0,Mitigation,1,1,0,,HIV;accident;air pollution;anger;disease;diseases;drought;emergency;flood;health;ill;mental;well-being,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
circular-economy-act-kreislaufwirtschaftsgesetz-krwg_7fe5,Germany,2012.0,Mitigation,1,0,0,,HIV;air pollution;anger;emergency;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health
federal-forest-act-consolidated-version-e5c0,Germany,1975.0,Mitigation,1,0,0,,HIV;anger;ill;mental,communicable_disease;mental_health
buildings-energy-act-geg_30e5,Germany,2020.0,Mitigation,1,0,0,,HIV;TB;anger;flu;health;ill,communicable_disease;general_health;mental_health
finance-act-2020_c6d8,Ireland,2020.0,Mitigation,1,0,0,,COVID;COVID-19;emergency;health;ill;prion,communicable_disease;general_health;pathogens_microbiology
environmental-charges-act_222a,Estonia,2005.0,Adaptation,1,1,0,,accident;air pollution;arsenic;emergency;flood;health;health care;hospital;human life;ill;mental,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;mortality_morbidity
law-no-143-2014_f13f,Albania,2008.0,Mitigation,1,0,0,,ill,communicable_disease
information-on-the-law-of-16-august-2022-on-purchasing-power_56b1,France,2022.0,Mitigation,1,0,0,,CKD;emergency;ill;mental,communicable_disease;general_health;mental_health;non_communicable_disease
natural-resources-tax-law_f6f9,Latvia,2005.0,Adaptation,1,1,0,,HIV;accident;disease;diseases;health;health care;heart disease;ill;medical;mental,communicable_disease;general_health;injury_trauma;mental_health;non_communicable_disease
law-102-2015-on-the-natural-gas-sector_f0c6,Albania,2015.0,Mitigation,1,1,0,,TB;anger;emergency;flood;flu;health;human life;ill;mental,communicable_disease;environmental_health;general_health;mental_health;mortality_morbidity
law-on-the-implementation-of-the-climate-protection-program-2030-in-tax-law_06ef,Germany,2019.0,Mitigation,1,0,0,,ill,communicable_disease
directive-2007-60-ec-on-the-assessment-and-management-of-flood-risks_894a,European Union,2007.0,Disaster Risk Management,1,1,0,,accident;anger;emergency;flood;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
regulation-eu-2021-1056-establishing-the-just-transition-fund_237b,European Union,2021.0,Adaptation;Mitigation,1,1,0,,COVID;COVID-19;air pollution;health;health care;ill;mental,communicable_disease;environmental_health;general_health;mental_health
regulation-eu-2022-869-of-the-european-parliament-and-of-the-council-of-30-may-2022-on-guidelines-for-trans-european-energy-infrastructure_eaaa,European Union,2022.0,Mitigation,1,1,0,,health;ill;mental;stress,communicable_disease;general_health;mental_health
law-no-43-2015-on-the-power-sector_8cd7,Albania,2015.0,Mitigation,1,1,0,,TB;accident;anger;drought;emergency;flood;flu;health;ill;mental;well-being,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
regulation-eu-2021-1060-laying-down-common-provisions-on-a-range-of-support-funds_39bc,European Union,2021.0,Adaptation;Disaster Risk Management;Mitigation,1,1,1,,COVID;COVID-19;HIV;accident;drought;emergency;flood;flu;health;health care;health service;healthcare;ill;medical;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
regulation-eu-2021-1229-of-the-european-parliament-and-of-the-council-on-the-public-sector-loan-facility-under-the-just-transition-mechanism_7dbb,European Union,2021.0,Mitigation,1,1,0,,COVID;COVID-19;ill;mental,communicable_disease;mental_health
seventh-law-amending-the-regionalization-law-9-euro-public-transport-ticket_f5e0,Germany,2022.0,Mitigation,1,0,0,,COVID;COVID-19;ill;pandemic,communicable_disease
the-companies-strategic-report-climate-related-financial-disclosure-regulations-2022-made-under-the-companies-act-2006_7d90,United Kingdom,2022.0,Adaptation;Mitigation,1,0,0,,ill,communicable_disease
subsidy-control-act-2022-schedule-2-energy-environment-principles_8575,United Kingdom,2022.0,Disaster Risk Management;Mitigation,1,1,0,,mental;stress,mental_health
environment-act-2021_71bd,United Kingdom,2021.0,Adaptation;Mitigation,1,1,0,,anger;drought;emergency;flood;health;hospital;ill;injury;loss of life;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity
eleventh-national-development-plan-2019-2023_f0e5,Türkiye,2019.0,Adaptation;Disaster Risk Management;Mitigation,1,0,0,,,
finance-act-2020_7a05,United Kingdom,2020.0,Mitigation,1,0,0,,alcohol;coronavirus;ill;medical;mental;virus,communicable_disease;general_health;mental_health;pathogens_microbiology;substance_use
law-317-2018-on-electromobility-and-alternative-fuels_2ea0,Poland,2018.0,Mitigation,1,0,0,,CHD;GP;TB,communicable_disease;general_health;non_communicable_disease
water-act-2014_2ae1,United Kingdom,2016.0,Adaptation,1,1,0,,flood,environmental_health
directive-2014-89-eu-establishing-a-framework-for-maritime-spatial-planning_3d15,European Union,2014.0,Mitigation,1,1,0,,flu;health;ill;mental,communicable_disease;general_health;mental_health
agriculture-act-2020_bfd0,United Kingdom,2020.0,Adaptation;Mitigation,1,0,0,,HIV;death,communicable_disease;mortality_morbidity
information-on-the-flood-re-scheme_9e55,United Kingdom,2016.0,Adaptation,1,1,0,,flood;ill,communicable_disease;environmental_health
infrastructure-act-2015-chapter-7_f8b7,United Kingdom,2015.0,Mitigation,1,0,0,,CHD;HIV;mental,communicable_disease;mental_health;non_communicable_disease
directive-2019-944-on-common-rules-for-the-internal-market-for-electricity-and-amending-directive-2012-27-eu_ad6c,European Union,2019.0,Mitigation,1,1,0,,anger;flu;health;hospital;ill;mental;stress,communicable_disease;general_health;mental_health
introduction-to-the-templates-transferred-to-the-committees-in-accordance-with-section-80-3-and-section-92-of-the-procedures_feef,Germany,2019.0,Mitigation,1,0,0,,nutrition,nutrition
regulation-eu-2019-631-setting-co2-emission-performance-standards-for-new-passenger-cars-and-for-new-light-commercial-vehicles_5a84,European Union,2019.0,Mitigation,1,1,0,,air pollution;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health
commission-delegated-regulation-eu-2019-807-of-13-march-2019-supplementing-directive-eu-2018-2001-of-the-european-parliament-and-of-the-council-as-regards-the-determination-of-high-indirect-land-use-change-risk-feedstock-for-which-a-significant-expansion-of-the-production-area-into-land-with-high-carbon-stock-is-observed-and-the-certification-of-low-indirect-land-use-change-risk-biofuels-bioliquids-and-biomass-fuels_c8ea,European Union,2018.0,Mitigation,1,1,0,,flu;ill;mental,communicable_disease;mental_health
regulation-eu-no-1316-2013-establishing-the-connecting-europe-facility_66ee,European Union,2013.0,Mitigation,1,1,0,,health;health care;ill;mental;stress,communicable_disease;general_health;mental_health
regulation-eu-2021-241-of-the-european-parliament-and-of-the-council-of-12-february-2021_934d,European Union,2021.0,Mitigation,1,1,1,,COVID;COVID-19;accident;drought;flood;health;health care;health service;healthcare;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
the-eu-budget-powering-the-recovery-plan-for-europe_9594,European Union,2020.0,Mitigation,1,1,0,,CKD;COVID;COVID-19;TB;anger;cancer;coronavirus;disease;diseases;doctor;emergency;flu;health;health care;health emergency;healthcare;ill;infection;infections;influenza;medical;mental;mortality;non-communicable disease;non-communicable diseases;pandemic;stress;virus;zoonoses,communicable_disease;general_health;mental_health;mortality_morbidity;non_communicable_disease;pathogens_microbiology;vector_borne_zoonotic
regulation-eu-2022-869-of-the-european-parliament-and-of-the-council-of-30-may-2022_be07,European Union,2019.0,Mitigation,1,1,0,,health;ill;mental;stress,communicable_disease;general_health;mental_health
regulation-eu-2021-241-of-the-european-parliament-and-of-the-council-of-12-february-2021-establishing-the-recovery-and-resilience-facility_b3ed,European Union,2021.0,Mitigation,1,1,1,,COVID;COVID-19;TB;accident;drought;flood;health;health care;health service;healthcare;ill;mental;nutrition,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;nutrition
regulation-eu-2021-1119-establishing-the-framework-for-achieving-climate-neutrality-european-climate-law_ccd4,European Union,2021.0,Adaptation;Mitigation;Loss And Damage,1,1,0,,COVID;COVID-19;anger;disease;diseases;drought;emergency;extreme heat;flood;health;heatwave;ill;mental;well-being;wildfire,communicable_disease;environmental_health;general_health;mental_health
regulation-eu-2019-631-setting-co2-emission-performance-standards-for-new-passenger-cars-and-for-new-light-commercial-vehicles-consolidated-version_7889,European Union,2019.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
regulation-2022-996_dc03,European Union,2018.0,Mitigation,1,1,0,,disease;diseases;drought;flood;flu;health;ill;mental;pathogen,communicable_disease;environmental_health;general_health;mental_health;pathogens_microbiology
ecosocial-tax-reform-act-2022-part-i_e4ac,Austria,2021.0,Mitigation,1,0,0,,GP;anger,general_health;mental_health
tax-reform-act-2020_18cb,Austria,2019.0,Mitigation,1,0,0,,GP;alcohol;anger;health,general_health;mental_health;substance_use
regulation-no-2020-852_23d4,European Union,2020.0,Mitigation,1,1,0,,anger;arsenic;disease;drought;flood;health;ill;mental;parasite,communicable_disease;environmental_health;food_waterborne;general_health;mental_health;pathogens_microbiology
delegated-regulation-of-6-4-2022_36ab,European Union,2020.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
regulation-eu-2019-2088-of-the-european-parliament-and-of-the-council-of-27-november-2019-on-sustainability-related-disclosures-in-the-financial-services-sector_e111,European Union,2020.0,Mitigation,1,1,0,,flu;ill;mental,communicable_disease;mental_health
regulation-2022-1214_dc27,European Union,2020.0,Adaptation;Mitigation,1,1,0,,accident;anger;flood;health;ill;mental;stress,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
commission-delegated-regulation-eu-amending-delegated-regulation-eu-2021-2139-as-regards-economic-activities-in-certain-energy-sectors-and-delegated-regulation-eu-2021-2178-as-regards-specific-public-disclosures-for-those-economic-activities_d440,European Union,2020.0,Adaptation;Mitigation,1,1,0,,accident;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
commission-delegated-regulation-eu-2021-2139-of-4-june-2021-supplementing-regulation-eu-2020-852-of-the-european-parliament-and-of-the-council-by-establishing-the-technical-screening-criteria-for-determining-the-conditions-under-which-an-economic-activity-qualifies-as-contributing-substantially-to-climate-change-mitigation-or-climate-change-adaptation-and-for-determining-whether-that-economic-activity-causes-no-significant-harm-to-any-of-the-other-environmental-objectives_ef32,European Union,2020.0,Adaptation;Mitigation,1,1,1,,HIV;TB;accident;anger;arsenic;disease;diseases;drought;flood;flu;health;health service;heat stress;high temperature;ill;medical;mental;stress;well-being;wildfire,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health
commission-delegated-regulation-eu-2021-2178-of-6-july-2021-supplementing-regulation-eu-2020-852-of-the-european-parliament-and-of-the-council-by-specifying-the-content-and-presentation-of-information-to-be-disclosed-by-undertakings-subject-to-articles-19a-or-29a-of-directive-2013-34-eu-concerning-environmentally-sustainable-economic-activities-and-specifying-the-methodology-to-comply-with-that-disclosure-obligation_ba79,European Union,2020.0,Adaptation;Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
regulation-eu-2020-852-of-the-european-parliament-and-of-the-council-of-18-june-2020-on-the-establishment-of-a-framework-to-facilitate-sustainable-investment-and-amending-regulation-eu-2019-2088_5f61,European Union,2020.0,Adaptation;Mitigation,1,1,0,,anger;arsenic;disease;drought;flood;health;ill;mental;parasite,communicable_disease;environmental_health;food_waterborne;general_health;mental_health;pathogens_microbiology
law-no-77-2020_2eb6,Italy,2020.0,Mitigation,1,0,0,,COVID;COVID-19;emergency;health,communicable_disease;general_health
prohibition-of-exploration-and-extraction-of-onshore-petroleum-bill-2016_678d,Ireland,2017.0,Mitigation,1,1,0,,accident;flu;health;ill;mental;well-being,communicable_disease;general_health;injury_trauma;mental_health
roads-act-no-13-1997-coll_b558,Czechia,1997.0,Mitigation,1,0,0,,ill,communicable_disease
regulation-2018-1999-on-the-governance-of-the-energy-union-and-climate-action_0adc,European Union,2018.0,Adaptation;Mitigation,1,1,0,,HIV;emergency;flu;health;ill;mental;stress,communicable_disease;general_health;mental_health
royal-decree-law-23-2020-which-approves-measures-in-the-field-of-energy-and-in-other-areas-for-economic-recovery_95ec,Spain,2020.0,Mitigation,1,0,0,,COVID;COVID-19;HIV;TB;accident;coronavirus;disease;emergency;flu;health;health emergency;ill;mental;pandemic;virus,communicable_disease;general_health;injury_trauma;mental_health;pathogens_microbiology
law-221-of-28-december-2015-on-environmental-provisions-to-promote-green-economy-measures-and-to-limit-the-excessive-use-of-natural-resources_79a6,Italy,2015.0,Mitigation,1,1,0,,AIDS;CKD;HIV;TB;accident;air pollution;anger;emergency;flood;flu;health;hospital;ill;mental;nutrition;salmonella,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;non_communicable_disease;nutrition
petroleum-and-other-minerals-development-prohibition-of-onshore-hydraulic-fracturing-act-2017_0ab1,Ireland,2017.0,Mitigation,1,0,0,,flu,communicable_disease
law-prohibiting-coal-in-electricity-production_857e,Netherlands,2019.0,Mitigation,1,0,0,,ill,communicable_disease
regulation-2018-1999-on-the-governance-of-the-energy-union-and-climate-action-consolidated-version_4d0a,European Union,2018.0,Adaptation;Mitigation,1,1,0,,HIV;emergency;flu;health;ill;mental,communicable_disease;general_health;mental_health
law-for-the-digitisation-of-the-energy-transition_cb79,Germany,2016.0,Mitigation,1,1,0,,GP;HIV;TB;anger;flu;ill,communicable_disease;general_health;mental_health
decree-law-19-may-2020-no-34-urgent-measures-on-health-support-for-work-and-economy-as-well-as-social-policies-connected-to-the-epidemiological-emergency-by-covid-19_603b,Italy,2020.0,Mitigation,1,1,0,,CKD;COVID;COVID-19;HIV;SARS;TB;accident;alcohol;anger;disease;doctor;emergency;epidemic;flu;health;health emergency;health service;healthcare;hospital;ill;infection;medical;mental;mental disorder;mental disorders;mental health;nutrition;pandemic;psychiatric;psychiatric hospital;psychological;stress;virus,communicable_disease;general_health;injury_trauma;mental_health;non_communicable_disease;nutrition;pathogens_microbiology;substance_use
law-117-2019-amending-law-50-1991-on-construction-work_74de,Romania,2019.0,Mitigation,1,0,0,,doctor;ill,communicable_disease;general_health
co2-tax-act-no-21-on-petroleum-activities_4f0b,Norway,1990.0,Mitigation,1,0,0,,HIV;ill;mental,communicable_disease;mental_health
law-on-transport-biofuels-consolidated-text-of-the-law_d498,Croatia,2009.0,Mitigation,1,0,0,,HIV;ill;mental,communicable_disease;mental_health
pollution-control-act_3bec,Norway,2012.0,Mitigation,1,0,0,,accident;anger;emergency;health;human life;ill;mental;well-being,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
electricity-market-law_4f2c,Türkiye,2013.0,Mitigation,1,1,0,,emergency;health;ill;loss of life;mental,communicable_disease;general_health;mental_health;mortality_morbidity
climate-change-act_4631,Norway,2017.0,Adaptation;Mitigation,1,0,0,,,
decision-no-1386-2013-eu-of-the-european-parliament-and-of-the-council-of-20-november-2013-on-a-general-union-environment-action-programme-to-2020-living-well-within-the-limits-of-our-planet_2176,European Union,2013.0,Adaptation;Mitigation,1,1,0,,air pollution;anger;arsenic;death;deaths;disease;diseases;drought;flood;flu;health;ill;mental;mortality;pandemic;pandemics;pregnant;stress;well-being,communicable_disease;environmental_health;food_waterborne;general_health;maternal_child_health;mental_health;mortality_morbidity
commission-decision-of-12-march-2009-establishing-the-revised-ecological-criteria-for-the-award-of-the-community-eco-label-to-televisions_1ef2,European Union,2019.0,Mitigation,1,1,0,,cancer;flu;ill;mental,communicable_disease;mental_health;non_communicable_disease
regulation-ec-no-1222-2009-of-the-european-parliament-and-of-the-council-of-25-november-2009-on-the-labelling-of-tyres-with-respect-to-fuel-efficiency-and-other-essential-parameters_11b1,European Union,2009.0,Mitigation,1,1,0,,flu;health;ill;mental;stroke,communicable_disease;general_health;mental_health;non_communicable_disease
law-instituting-the-fund-for-the-protection-of-the-environment_701f,Luxembourg,1999.0,Adaptation;Mitigation,1,1,0,,alcohol;anger;emergency;health;ill;medical;mental,communicable_disease;general_health;mental_health;substance_use
law-of-august-27-2012_f2f5,Luxembourg,2012.0,Mitigation,1,1,0,,accident;anger;emergency;flu;health;ill;mental,communicable_disease;general_health;injury_trauma;mental_health
law-on-the-mobility-budget_5cc3,Belgium,2019.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
