Doc ID,Country,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Notes,Matched health keywords,Health keyword categories
emission-certificates-act-2020-amendment_08df,Austria,2011.0,Mitigation,1,0,0,,GP;ill;mental,communicable_disease;general_health;mental_health
emission-certificates-act-2011_36e8,Austria,2011.0,Mitigation,1,0,0,,GP;flu;ill;medical;mental,communicable_disease;general_health;mental_health
order-2019-2050-target-amendment_f815,United Kingdom,2008.0,Adaptation;Mitigation,1,0,0,,HIV,communicable_disease
emergency-decree-320-2023_6cf2,Hungary,2023.0,,1,0,0,,anger,mental_health
act-no-xxxv-of-2023_c098,Malta,2015.0,Adaptation;Mitigation,1,0,0,,hospital;ill,communicable_disease;general_health
policy-statement-to-help-consumers-navigate-the-market-for-sustainable-investment-products_bb11,United Kingdom,2024.0,Mitigation,1,1,0,,anger;cancer;flu;ill;mental;stress,communicable_disease;mental_health;non_communicable_disease
guidance-on-the-anti-greenwashing-rule_bf6c,United Kingdom,2024.0,Mitigation,1,1,0,,flu;ill;mental,communicable_disease;mental_health
environmental-protection-act-march-2022_dad9,Slovenia,2006.0,Mitigation,1,0,0,,HIV;accident;anger;emergency;flu;health;ill;infection;mental;mortality,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
the-vehicle-emissions-trading-schemes-order-2023_d8df,United Kingdom,,Mitigation,1,0,0,,HIV,communicable_disease
regulation-11-august-2015-amending-the-law_1370,Poland,2001.0,Adaptation;Mitigation,1,0,0,,GP,general_health
energy-law-dz-u-1997-nr-54-poz-348_b7a1,Poland,2005.0,Mitigation,1,0,0,,mental,mental_health
act-of-december-2-2021-amending-the-act-on-electromobility-and-alternative-fuels-and-certain-other-acts_d473,Poland,2018.0,Mitigation,1,0,0,,COVID;COVID-19;disease;diseases;ill;mental,communicable_disease;mental_health
act-no-lvii-concerning-energy-efficiency_8d89,Hungary,2015.0,Mitigation,1,0,0,,TB;anger;flu;health;ill;medical;mental,communicable_disease;general_health;mental_health
electricity-act_fbd6,Hungary,2011.0,Mitigation,1,0,0,,alcohol;anger;death;emergency;flu;health;health care;health service;ill;medical;mental,communicable_disease;general_health;mental_health;mortality_morbidity;substance_use
amendment-of-the-government-decree-clxviii-of-2011-on-the-management-of-weather-and-other-natural-risks-affecting-agricultural-production-on-the-different-application-of-the-act-during-a-state-of-emergency_7df1,Hungary,2011.0,Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,emergency;ill,communicable_disease;general_health
last-amendment_25bc,Austria,2011.0,Mitigation,1,0,0,,GP;flu,communicable_disease;general_health
amendment_6744,Austria,2020.0,Mitigation;Loss And Damage,1,0,0,,GP;accident;doctor;health;health care;ill;medical;mental;nutrition;phobia;psychological;psychosocial,communicable_disease;general_health;injury_trauma;mental_health;nutrition
environmental-liability-act-bundes-umwelthaftungsgesetz-b-uhg_cc0d,Austria,2009.0,Loss And Damage,1,0,0,,GP;anger;disease;diseases;flu;health;ill;mental,communicable_disease;general_health;mental_health
latest-amendment_9c4f,Austria,2000.0,Adaptation;Mitigation,1,0,0,,GP;flu;mental,communicable_disease;general_health;mental_health
environmental-impact-assessment-act-2000-umweltvertraglichkeitsprufungsgesetz-uvp-g_997b,Austria,2000.0,Adaptation;Mitigation,1,1,0,,GP;TB;accident;anger;depression;flu;health;human life;ill;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
latest-amendment_7d3e,Austria,2011.0,Mitigation,1,0,0,,GP,general_health
gas-act-2011_793c,Austria,2011.0,Mitigation,1,0,0,,GP;HIV;TB;accident;anger;death;emergency;flu;health;ill;injury;medical;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
regulation-on-ozone-depleting-substances_2d3a,Türkiye,2017.0,,1,0,0,,,
implementation-act-for-the-environment-and-planning-act_881f,Netherlands,2020.0,,1,0,0,,GP;HIV;TB;accident;air pollution;anger;death;emergency;flood;flu;health;hospital;ill;mental;well-being;wellbeing,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity
implementation-decree-of-the-environment-and-planning-act_af7e,Netherlands,2020.0,,1,1,0,,AIDS;CHD;GP;HIV;LBW;TB;accident;air pollution;alcohol;anger;arsenic;bacteria;cryptosporidium;death;deaths;depression;disease;diseases;emergency;fever;flood;flu;giardia;health;health care;healthcare;high temperature;hospital;ill;immune system;infection;infections;injuries;injury;legionella;medical;mental;mental health;pathogen;pathogens;pneumonia;poisoning;stroke;trauma;virus;well-being;wellbeing,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;non_communicable_disease;pathogens_microbiology;substance_use
consolidated-environment-and-planning-act-2023_d7a5,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,TB;ill;mental,communicable_disease;mental_health
first-publication-of-the-environment-and-planning-act_e3a0,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,1,0,,AIDS;TB;air pollution;anger;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health
amendment-published-in-bulletin-of-acts-orders-and-decrees_082b,Netherlands,2018.0,Mitigation,1,0,0,,TB;anger;flu;ill;mental,communicable_disease;mental_health
published-in-bulletin-of-acts-orders-and-decrees_3c47,Netherlands,2018.0,Mitigation,1,1,0,,AIDS;TB;accident;alcohol;anger;arsenic;emergency;flood;flu;health;health care;healthcare;high temperature;hospital;ill;injuries;injury;legionella;medical;mental;mental health;psychiatric;stress,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;substance_use
the-environment-buildings-decree-of-the-netherlands-besluit-bouwwerken-leefomgeving-bbl_f2dd,Netherlands,2018.0,Mitigation,1,0,0,,GP;accident;alcohol;anger;emergency;flu;health;health care;healthcare;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;substance_use
published-in-bulletin-of-acts-orders-and-decrees_cca7,Netherlands,2018.0,Loss And Damage,1,1,0,,AIDS;GP;TB;accident;air pollution;alcohol;anger;arsenic;bacteria;cancer;death;disease;diseases;distress;doctor;drought;emergency;fatigue;flood;flu;gestation;health;health care;healthcare;high temperature;hospital;ill;immune system;infection;legionella;medical;mental;mental health;parasite;pathogen;pathogens;pregnant;prion;stress;trauma;virus;well-being,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;non_communicable_disease;pathogens_microbiology;substance_use
the-environmental-activities-decree-of-the-netherlands-besluit-activiteiten-leefomgeving-bal_843e,Netherlands,2018.0,Loss And Damage,1,1,0,,AIDS;GP;TB;accident;air pollution;alcohol;anger;arsenic;bacteria;emergency;flood;flu;health;health care;healthcare;high temperature;hospital;ill;immune system;legionella;medical;mental;mental health;pathogen;prion;stress;trauma,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;non_communicable_disease;pathogens_microbiology;substance_use
published-in-bulletin-of-acts-orders-and-decrees_fbf2,Netherlands,2018.0,Adaptation;Mitigation,1,1,0,,AIDS;GP;HIV;LBW;TB;accident;air pollution;alcohol;anger;arsenic;bacteria;death;disease;emergency;fatigue;fever;flood;flu;health;health service;healthcare;heat stress;hospital;ill;medical;mental;obesity;psychiatric;stress;toxins;trauma;well-being,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;nutrition;pathogens_microbiology;substance_use
the-environmental-quality-decree-of-the-netherlands-besluit-kwaliteit-leefomgeving-bkl_ac34,Netherlands,2018.0,Adaptation;Mitigation,1,1,0,,TB;accident;air pollution;anger;arsenic;bacteria;disease;emergency;flood;flu;health;healthcare;heart disease;ill;medical;mental,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;non_communicable_disease;pathogens_microbiology
published-in-the-bulletin-of-acts-orders-and-decrees-staatsblad_ad6d,Netherlands,2018.0,Adaptation;Loss And Damage,1,1,0,,AIDS;HIV;TB;accident;anger;disease;diseases;emergency;flood;flu;health;hospital;ill;mental;stroke,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;non_communicable_disease
the-environment-decree-of-the-netherlands-omgevingsbesluit_894d,Netherlands,2018.0,Adaptation;Loss And Damage,1,0,0,,TB;accident;anger;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
digital-information-point_d59d,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,health;mental,general_health;mental_health
digital-information-point_87ff,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,HIV;mental,communicable_disease;mental_health
decision-determining-the-date-of-entry-into-force_6435,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,TB;ill;mental,communicable_disease;mental_health
environment-and-planning-act-omgevingswet_e1c9,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,1,0,,AIDS;TB;accident;air pollution;anger;death;emergency;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity
climate-act_fd10,Netherlands,2019.0,Mitigation,1,0,0,,flu;ill;mental,communicable_disease;mental_health
delta-act-on-water-safety-and-fresh-water-supply-delta-act-2024_8b6b,Netherlands,2012.0,Adaptation;Disaster Risk Management,1,0,0,,flood;ill,communicable_disease;environmental_health
amendment-of-the-electricity-act-1998-and-of-the-gas-act-progress-energy-transition_8826,Netherlands,1998.0,Mitigation,1,0,0,,TB;ill,communicable_disease
regulation-on-the-content-of-the-plan-for-monitoring-greenhouse-gas-ghg-emissions-from-facilities_bd8d,Montenegro,2022.0,Mitigation,1,0,0,,CKD;flu;ill;mental,communicable_disease;mental_health;non_communicable_disease
general-administrative-regulation-on-the-procurement-of-climate-friendly-services_8ca0,Germany,2021.0,,1,0,0,,mental,mental_health
decree-on-activities-that-emit-greenhouse-gases-ghg_b346,Montenegro,2022.0,Mitigation,1,0,0,,health,general_health
regulation_2b00,European Union,2023.0,Mitigation,1,1,0,,COVID;COVID-19;ill;medical;mental;pandemic,communicable_disease;general_health;mental_health
law-no-08-l-025-on-protection-of-air-from-pollution_e1e1,Kosovo,2022.0,Mitigation,1,0,0,,air pollution;arsenic;flu;health;ill;mental,communicable_disease;environmental_health;food_waterborne;general_health;mental_health
law-on-spatial-planning-and-construction-2013-amended-in-2019_6b08,Bosnia and Herzegovina,2013.0,Adaptation;Disaster Risk Management,1,0,0,,COVID;HIV;anger;disease;flood;flu;ill,communicable_disease;environmental_health;mental_health
decree_dd6c,France,2023.0,Mitigation,1,1,0,,health;ill;mental,communicable_disease;general_health;mental_health
act-of-march-9-2023-amending-the-act-on-investments-in-wind-farms-and-certain-other-acts_2da9,Poland,2016.0,Mitigation,1,0,0,,disease;diseases;epidemic;infection;infections,communicable_disease
act-no-cxxviii-concerning-disaster-management-and-amending-certain-related-acts_ac2e,Hungary,2011.0,Adaptation;Disaster Risk Management,1,0,0,,HIV;accident;anger;death;disease;diseases;doctor;emergency;flu;health;human life;ill;injury;medical;mental;pregnant,communicable_disease;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity
act-no-165-2012-coll-on-supported-energy-sources-and-on-amendment-to-some-laws_1d1f,Czechia,2012.0,Mitigation,1,0,0,,ill,communicable_disease
law-no-155-2020-on-climate-change_8c21,Albania,2020.0,Adaptation;Mitigation,1,1,0,,HIV;emergency;flu;ill;mental;well-being,communicable_disease;general_health;mental_health
environmental-management-act_ffce,Netherlands,2004.0,Mitigation,1,0,0,,TB;air pollution;anger;flu;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health
passed-act-1b75,Germany,2023.0,Adaptation;Mitigation,1,0,0,,anger;bacteria;drought;flood;flu;health;hunger;ill;mental;nutrition;well-being,communicable_disease;environmental_health;general_health;mental_health;nutrition;pathogens_microbiology
law-no-08l-201-f2ac,Kosovo,2016.0,,1,0,0,,ill,communicable_disease
law-nr-06l-079-on-energy-efficency-6d44,Kosovo,2018.0,,1,0,0,,flu;ill;mental,communicable_disease;mental_health
eba-report-implementing-technical-standards-on-prudential-disclosures-on-esg-risks_7c04,European Union,2022.0,Adaptation;Mitigation,1,1,0,,drought;extreme heat;flood;health;heatwave;ill;mental;stress;wildfire,communicable_disease;environmental_health;general_health;mental_health
hl-bill-177-commons-disagreement-reason-insistence-and-amendment-in-lieu-on-oct-24-2023-d6c2,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
hl-bill-175-commons-amendments-disagreements-amendments-in-lieu-and-reasons-on-oct-18-2023-1c9a,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
hl-bill-173-as-amended-on-report-on-sept-18-2023-c8f7,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
hl-bill-84-as-brought-from-the-commons-on-dec-19-2022-5fe1,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
second-law-amending-the-behg-582c,Germany,2019.0,Mitigation,1,0,0,,,
regulation-becv-ea7a,Germany,2023.0,Mitigation,1,0,0,,TB;anger;fever;ill;mental,communicable_disease;mental_health
design-of-a-first-law-to-change-the-fuel-emission-trade-law_1cc0,Germany,2019.0,Mitigation,1,0,0,,air pollution;ill,communicable_disease;environmental_health
kvbg-2022-amendment-6797,Germany,2020.0,Mitigation,1,0,0,,TB;ill,communicable_disease
law-on-the-reduction-and-termination-of-coal-fired-power-generation-and-the-amendment-of-further-laws-kohleausstiegsgesetz_1133,Germany,2020.0,Mitigation,1,0,0,,HIV,communicable_disease
act-on-the-use-of-the-danish-subsoil-8044,Denmark,2019.0,Mitigation,1,0,0,,ill;virus,communicable_disease;pathogens_microbiology
planning-act-2008-1e9d,United Kingdom,2008.0,,1,0,0,,HIV;ill,communicable_disease
law-122022-on-the-state-budget-e03b,Portugal,2022.0,Mitigation,1,1,0,,AIDS;COVID;COVID-19;Ebola;GP;HIV;accident;disease;diseases;doctor;emergency;flu;health;health care;health service;healthcare;hospital;ill;illness;illnesses;infection;medical;mental;mental health;nutrition;pandemic,communicable_disease;general_health;injury_trauma;mental_health;nutrition
buildings-energy-act-geg-2020-version-f573,Germany,2020.0,Mitigation,1,0,0,,HIV;TB;anger;flu;health;ill;mental,communicable_disease;general_health;mental_health
finance-act-2020-4542,Ireland,2020.0,Mitigation,1,1,0,,AIDS;COVID;COVID-19;TB;emergency;health;health care;health service;hospital;ill;medical;pandemic;respiratory,communicable_disease;general_health;non_communicable_disease
decree-law-172022-on-energy-support-1832,Italy,2022.0,Mitigation,1,0,0,,COVID;COVID-19;HIV;SARS;emergency;flu;health;healthcare;ill;influenza;mental;nutrition,communicable_disease;general_health;mental_health;nutrition
agriculture-act-2020-b924,United Kingdom,2020.0,Adaptation;Mitigation,1,1,0,,AIDS;anger;death;disease;health;ill;mental;nutrition,communicable_disease;general_health;mental_health;mortality_morbidity;nutrition
pension-schemes-act-2021-c049,United Kingdom,2021.0,Adaptation;Mitigation,1,1,0,,TB;ill;mental,communicable_disease;mental_health
ecosocial-tax-reform-act-2022-part-i-86ab,Austria,2021.0,Mitigation,1,0,0,,GP;TB;flu;health;ill;mental,communicable_disease;general_health;mental_health
legislation-project-81c8,Greece,2020.0,Mitigation,1,0,0,,COVID;COVID-19,communicable_disease
law-no-1568-of-27122019-95df,Denmark,2009.0,Mitigation,1,0,0,,bacteria;health;ill,communicable_disease;general_health;pathogens_microbiology
act-amending-the-sustainable-biofuel-act-and-on-the-reduction-of-greenhouse-gases-from-transport-83b7,Denmark,2009.0,Mitigation,1,0,0,,ill,communicable_disease
executive-order-of-the-sustainable-biofuel-act-and-on-the-reduction-of-greenhouse-gases-from-transport-c650,Denmark,2009.0,Mitigation,1,0,0,,ill,communicable_disease
climate-act-6c0a,Netherlands,2019.0,Mitigation,1,0,0,,TB;flu;ill;mental,communicable_disease;mental_health
